Model	Treatment	Treatment target	Treatment type	BestResponse	Day_BestResponse	BestAvgResponse	Day_BestAvgResponse	TimeToDouble	Day_Last	ResponseCategory
X-2195	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	108.2	27	37.6	12	25.3	37	PD
X-2195	BYL719	PIK3CA	single	145.4	27	49.7	12	13.6	37	PD
X-2195	BYL719 + LEE011	"PIK3CA,CDK4/6"	combo	-60.7	21	-31	21	21	21	PR
X-2195	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	-0.6	10	-13	14	22.7	35	SD-->PD
X-2195	CGM097	MDM2	single	-16.5	16	8.8	37	37	37	SD
X-2195	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	131.3	27	33.6	12	22.1	27	PD
X-2195	HDM201	MDM2	single	-8	28	7.2	13	38	38	SD
X-2195	INC424	JAK	single	-13.3	9	-4.1	12	27.4	30	SD-->PD
X-2195	LEE011	"CDK4,CDK6,CDK4/6"	single	25	18	20.6	11	24	24	SD
X-2195	LEE011 + everolimus	"CDK4,CDK6,MTOR,CDK4/6"	combo	-100	35	-58.8	80	80	80	CR
X-2195	LFA102	PRLR 	single	34.8	21	4.4	15	21	21	SD-->PD
X-2195	LJM716	ERBB3	single	223.1	21	51.2	11	10	24	PD
X-2195	LJM716 + trastuzumab	"ERBB3,ERBB2"	combo	244	20	62.3	14	11.7	28	PD
X-2195	LKA136	"NTRK1,NTRK2,NTRK3"	single	7.3	15	1.9	15	36	50	SD-->PD
X-2195	LLM871	FGFR2/4	single	-54.3	25	-9.6	31	47	64	SD-->PD
X-2195	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	61.9	25	13	11	31.7	32	PD
X-2195	paclitaxel	Tubulin	single	172.5	20	58.9	14	11.4	28	PD
X-2195	tamoxifen	ESR1	single	-25.8	11	-13.6	11	31	31	SD-->PD
X-2195	trastuzumab	ERBB2	single	187.5	21	44.2	15	14.9	21	PD
X-2195	untreated	"UNKNOWN,Untreated"	single	289.5	27	77.3	12	7.7	37	PD
X-2220	figitumumab	IGF1R	single	100	5	50	5	5	5	PD
X-2220	WNT974	PORCN	single	430.2	15	215.9	13	6	15	PD
X-2220	LKA136	"NTRK1,NTRK2,NTRK3"	single	498.8	13	189.3	13	4.3	13	PD
X-2220	trametinib	MAPK	single	153.3	22	73.3	12	7.7	29	PD
X-2220	untreated	"UNKNOWN,Untreated"	single	609.2	16	269.6	13	6	16	PD
X-2239	5FU	chemotherapy	single	26.2	21	13	13	21	21	SD-->PD
X-2239	BKM120 + LJC049	"panPI3K,TNKS"	combo	109.5	21	25.7	13	19.5	48	PD
X-2239	BYL719	PIK3CA	single	109.8	21	36.8	13	20.2	55	PD
X-2239	BYL719 + cetuximab	"PIK3CA,EGFR"	combo	108.1	23	15.5	12	21	40	PD
X-2239	BYL719 + cetuximab + encorafenib	"PIK3CA,EGFR,BRAF"	combo	-21.7	10	-9	18	41	41	SD
X-2239	BYL719 + encorafenib	"PIK3CA,BRAF"	combo	-50.7	37	-31.7	56	56	56	PR
X-2239	BYL719 + binimetinib	"PIK3CA,MAPK"	combo	-14.5	18	-4.5	24	43	43	SD
X-2239	cetuximab	EGFR	single	194.2	24	27.6	13	17.3	28	PD
X-2239	cetuximab + encorafenib	"EGFR,BRAF"	combo	-38.8	34	-23.3	41	43	43	SD
X-2239	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	52.5	21	20.5	13	31.9	55	PD
X-2239	LEE011	"CDK4,CDK6,CDK4/6"	single	-32.2	51	-18.4	51	70	70	SD-->PD
X-2239	encorafenib	BRAF	single	81	26	26.4	13	30.4	47	PD
X-2239	LJC049	TNKS	single	237.4	24	40.9	13	14.3	36	PD
X-2239	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	-20.5	9	-10.6	14	64.2	78	SD-->PD
X-2239	untreated	"UNKNOWN,Untreated"	single	115.5	21	29.7	13	19.1	43	PD
X-2239	LFW527 + binimetinib	"IGF1R,MAP2K1,MAP2K2"	combo	83.4	26	18.425	12	27.06183369	36	PD
X-2283	abraxane	Tubulin	single	376.3	16	115.7	13	7.8	16	PD
X-2283	abraxane + gemcitabine	"Tubulin,chemotherapy"	combo	169.5	23	47.9	14	13.8	27	PD
X-2283	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	273.5	17	71.3	13	10.1	17	PD
X-2283	BYL719	PIK3CA	single	222.8	20	94.1	14	6.8	32	PD
X-2283	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	177.6	20	95	14	7	32	PD
X-2283	HDM201	MDM2	single	93.9	20	97.2	20	10.2	32	PD
X-2283	gemcitabine-50mpk	chemotherapy	single	194.6	20	48.9	11	11.3	31	PD
X-2283	INC424	JAK	single	194.9	24	41.3	11	10.9	39	PD
X-2283	INC424 + binimetinib	"JAK,MAPK"	combo	276.7	24	58.5	14	12.6	28	PD
X-2283	LEE011	"CDK4,CDK6,CDK4/6"	single	277.8	20	42.6	13	11.3	23	PD
X-2283	WNT974	PORCN	single	275.1	16	87.8	13	7.9	16	PD
X-2283	LKA136	"NTRK1,NTRK2,NTRK3"	single	202	20	61.7	13	10.6	29	PD
X-2283	binimetinib-3.5mpk	MAPK	single	465.3	20	134.8	13	2	22	PD
X-2283	trametinib	MAPK	single	311.4	25	25	13	12.7	39	PD
X-2306	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	8.1	12	0.7	12	32	32	SD-->PD
X-2306	BKM120 + encorafenib	"panPI3K,BRAF,BRAF,PIK3CA,PIK3CB,PIK3CG,PIK3CD"	combo	91.7	20	16.2	13	23.2	27	PD
X-2306	CGM097	MDM2	single	-47	17	-26.8	22	22	22	SD
X-2306	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	0.1	13	-0.5	13	31	31	SD-->PD
X-2306	dacarbazine	chemotherapy	single	-9.7	13	-8.6	13	41	41	SD-->PD
X-2306	LDE225	SMO	single	47.3	25	11.3	12	32	32	PD
X-2306	LDK378	ALK	single	76.8	22	23	12	27.9	29	PD
X-2306	LEE011	"CDK4,CDK6,CDK4/6"	single	3.5	23	0.3	11	99	99	SD-->PD
X-2306	LEE011 + encorafenib	"CDK4/6,BRAF,BRAF,CDK4,CDK6"	combo	5	55	-3.9	13	68	68	SD-->PD
X-2306	LEE011 + binimetinib	"CDK4,CDK6,MAP2K1,MAP2K2,CDK4/6,MAPK"	combo	-55.1	50	-36.1	165	201	201	PR
X-2306	WNT974	PORCN	single	134.2	20	59.1	14	11.4	27	PD
X-2306	LGW813	IAP	single	41.8	21	9.8	12	26.7	32	PD
X-2306	encorafenib	BRAF	single	145.4	20	26.7	12	15.9	28	PD
X-2306	encorafenib + binimetinib	"BRAF,MAP2K1,MAP2K2,MAPK"	combo	-21.9	24	-9.7	24	68	68	SD-->PD
X-2306	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	-6.7	19	-5.5	11	32	32	SD-->PD
X-2306	TAS266	DR5	single	153.5	22	18.5	14	19	30	PD
X-2306	untreated	"UNKNOWN,Untreated"	single	241.6	20	62	12	8.5	27	PD
X-2339	abraxane	Tubulin	single	148	21	48.6	11	14.5	32	PD
X-2339	abraxane + gemcitabine	"Tubulin,chemotherapy"	combo	48.6	23	17.9	13	33.8	69	PD
X-2339	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	19.4	80	20	14	24.5	80	SD-->PD
X-2339	BKM120 + binimetinib	"panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD"	combo	-70.5	89	-45.4	99	99	99	PR
X-2339	BYL719	PIK3CA	single	-8.6	13	-4	17	69	69	SD-->PD
X-2339	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	8.4	11	2.1	11	62.7	63	SD-->PD
X-2339	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-43.9	13	-27	20	51	51	SD-->PD
X-2339	HDM201	MDM2	single	55.9	20	9.9	13	26.3	55	PD
X-2339	figitumumab	IGF1R	single	39.4	26	29.1	12	42.4	92	PD
X-2339	figitumumab + binimetinib	"IGF1R,MAPK"	combo	-36.9	70	-13.5	70	86	86	SD-->PD
X-2339	gemcitabine-50mpk	chemotherapy	single	48.4	32	21.8	12	33.9	78	PD
X-2339	INC424	JAK	single	41.9	21	4.6	11	63	63	PD
X-2339	INC424 + binimetinib	"JAK,MAPK"	combo	-39	62	-15.4	72	72	72	SD
X-2339	LEE011	"CDK4,CDK6,CDK4/6"	single	3.3	64	7.2	12	89	89	SD-->PD
X-2339	WNT974	PORCN	single	-37.2	10	-17.2	21	21	21	SD
X-2339	LKA136	"NTRK1,NTRK2,NTRK3"	single	154.4	23	24	12	16.2	58	PD
X-2339	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	-44.7	82	-11.2	99	99	99	SD
X-2339	binimetinib-3.5mpk	MAPK	single	-70.4	84	-30	101	101	101	PR
X-2339	trametinib	MAPK	single	-45.8	84	-8.4	33	91	91	SD-->PD
X-2339	untreated	"UNKNOWN,Untreated"	single	35	21	12.1	13	36.5	91	PD
X-2344	BGJ398	FGFR	single	153	24	53.8	18	13.7	31	PD
X-2344	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-41.3	29	-15.7	43	43	43	SD
X-2344	BYL719	PIK3CA	single	245.8	22	48.8	11	10.5	25	PD
X-2344	BYL719 + LEE011	"PIK3CA,CDK4/6"	combo	-46.8	15	-35.3	25	88	88	SD-->PD
X-2344	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	-28.5	15	-13.9	15	28.9	46	SD-->PD
X-2344	CGM097	MDM2	single	492.6	18	132.3	11	4.9	18	PD
X-2344	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	143.6	22	23.2	11	17.5	33	PD
X-2344	HDM201	MDM2	single	350	22	87.5	11	5.8	25	PD
X-2344	INC424	JAK	single	488.4	22	96.1	11	6.4	25	PD
X-2344	LEE011	"CDK4,CDK6,CDK4/6"	single	147.4	20	52.7	13	14.9	20	PD
X-2344	LEE011 + everolimus	"CDK4,CDK6,MTOR,CDK4/6"	combo	-38.3	13	-21.2	24	24	24	SD
X-2344	LFA102	PRLR 	single	217.1	21	48.9	14	12.2	24	PD
X-2344	LJM716	ERBB3	single	-22.5	10	-13.9	13	27	27	SD
X-2344	LJM716 + trastuzumab	"ERBB3,ERBB2"	combo	-92.1	28	-27.4	28	28	28	PR
X-2344	LKA136	"NTRK1,NTRK2,NTRK3"	single	706.9	18	216.5	11	4	18	PD
X-2344	LLM871	FGFR2/4	single	270	21	78.1	13	8.1	34	PD
X-2344	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	298.2	18	111.6	11	4	18	PD
X-2344	paclitaxel	Tubulin	single	345.5	21	69.5	14	11	24	PD
X-2344	tamoxifen	ESR1	single	432.9	18	62.9	11	8.7	18	PD
X-2344	trastuzumab	ERBB2	single	110.3	24	14	14	19.8	24	PD
X-2344	untreated	"UNKNOWN,Untreated"	single	276.1	13	113.1	13	7	13	PD
X-2344	LFW527 + everolimus	"IGF1R,MTOR"	combo	-18.5	20	-8.8	24	67.70588235	76	SD-->PD
X-2353	BGJ398	FGFR	single	99	21	34	14	21.1	91	PD
X-2353	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	92.6	21	21.8	14	24.2	84	PD
X-2353	BYL719	PIK3CA	single	-6.9	10	-5.1	14	51	91	SD-->PD
X-2353	BYL719 + LEE011	"PIK3CA,CDK4/6"	combo	2.7	84	3.3	11	95	95	SD
X-2353	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	45.8	14	52.6	14	9	14	PD
X-2353	CGM097	MDM2	single	94.3	21	23.7	14	21.6	70	PD
X-2353	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	48.8	26	8.3	11	36	74	PD
X-2353	HDM201	MDM2	single	140.7	21	27.8	14	15.7	56	PD
X-2353	INC424	JAK	single	78.5	26	18.8	11	30.8	88	PD
X-2353	LEE011	"CDK4,CDK6,CDK4/6"	single	-7.2	11	-9.2	11	116	116	SD-->PD
X-2353	LEE011 + everolimus	"CDK4,CDK6,MTOR,CDK4/6"	combo	-18.8	11	-11.4	17	95	95	SD
X-2353	LFA102	PRLR 	single	79.6	22	20.3	13	24.1	35	PD
X-2353	LJM716	ERBB3	single	-19.2	14	-12.6	14	70.8	92	SD-->PD
X-2353	LJM716 + trastuzumab	"ERBB3,ERBB2"	combo	20.1	13	13.7	13	38.3	91	SD-->PD
X-2353	LKA136	"NTRK1,NTRK2,NTRK3"	single	59.7	26	8.5	11	30.5	74	PD
X-2353	LLM871	FGFR2/4	single	66.5	21	21.3	14	26.9	77	PD
X-2353	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	1.4	56	10	11	76.8	88	SD-->-->PD
X-2353	paclitaxel	Tubulin	single	16.6	10	13.6	13	71	91	SD-->PD
X-2353	tamoxifen	ESR1	single	153.5	21	47.4	14	13.8	56	PD
X-2353	trastuzumab	ERBB2	single	201.2	22	42.7	13	14.3	49	PD
X-2353	untreated	"UNKNOWN,Untreated"	single	131.1	21	32.4	14	16.3	56	PD
X-2353	LFW527 + everolimus	"IGF1R,MTOR"	combo	-45.9	28	-15.92307692	41	136.6245955	157	SD-->PD
X-2374	5FU	chemotherapy	single	18	10	15.1	16	47.8	92	SD-->PD
X-2374	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-79.1	43	5.6	16	37.1	43	SD-->PD
X-2374	BKM120 + LJC049	"panPI3K,TNKS"	combo	107.3	24	31.3	14	21.4	28	PD
X-2374	BYL719	PIK3CA	single	136.9	21	25.2	14	18.4	42	PD
X-2374	BYL719 + cetuximab	"PIK3CA,EGFR"	combo	54.7	23	27.4	12	51	89	PD
X-2374	BYL719 + cetuximab + encorafenib	"PIK3CA,EGFR,BRAF"	combo	91.1	23	28.8	12	23.8	33	PD
X-2374	BYL719 + encorafenib	"PIK3CA,BRAF"	combo	85.8	31	20.3	14	27.3	63	PD
X-2374	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	58.5	21	11.3	14	22.2	45	PD
X-2374	BYL719 + binimetinib	"PIK3CA,MAPK"	combo	-5.8	48	9	76	89	89	SD-->-->PD
X-2374	cetuximab	EGFR	single	11.1	10	14.1	14	65.5	91	SD-->PD
X-2374	cetuximab + encorafenib	"EGFR,BRAF"	combo	48.3	24	22.2	14	26	44	PD
X-2374	CKX620	MAPK	single	-13.4	21	-3.1	21	44	44	SD
X-2374	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	34.6	21	5.7	13	23.8	25	SD-->PD
X-2374	HDM201	MDM2	single	51.8	23	6.9	16	28	28	PD
X-2374	LEE011	"CDK4,CDK6,CDK4/6"	single	6.5	23	24	23	91	91	SD
X-2374	encorafenib	BRAF	single	375.9	21	78.6	16	10.4	21	PD
X-2374	LJC049	TNKS	single	94.9	21	27.8	16	21.4	28	PD
X-2374	LKA136	"NTRK1,NTRK2,NTRK3"	single	168.1	21	61.6	16	12.8	28	PD
X-2374	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	-3.4	63	7.1	23	91	91	SD-->PD
X-2374	untreated	"UNKNOWN,Untreated"	single	132.2	23	26	14	16	35	PD
X-2374	LFW527 + binimetinib	"IGF1R,MAP2K1,MAP2K2"	combo	-22.5	44	6.729411765	55	155	155	SD-->-->PD
X-2403	5FU	chemotherapy	single	15	17	19.1	17	42	42	SD-->PD
X-2403	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	61.1	21	15.4	11	27	27	PD
X-2403	BKM120 + LJC049	"panPI3K,TNKS"	combo	239.4	21	48.1	14	11.5	28	PD
X-2403	BYL719	PIK3CA	single	76.4	34	25.7	14	22.1	37	PD
X-2403	BYL719 + cetuximab	"PIK3CA,EGFR"	combo	-14.9	15	-13.1	15	38.1	67	SD-->PD
X-2403	BYL719 + cetuximab + encorafenib	"PIK3CA,EGFR,BRAF"	combo	-93.9	15	-21.2	15	15	15	PR
X-2403	BYL719 + encorafenib	"PIK3CA,BRAF"	combo	163.4	24	33.2	14	15.2	28	PD
X-2403	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	139.5	20	41	11	12	27	PD
X-2403	BYL719 + binimetinib	"PIK3CA,MAPK"	combo	134.6	21	13.1	14	16.5	28	PD
X-2403	cetuximab	EGFR	single	72.7	21	18.2	12	24.7	54	PD
X-2403	cetuximab + encorafenib	"EGFR,BRAF"	combo	32.9	12	24.6	12	12	12	SD
X-2403	CGM097	MDM2	single	49.2	20	10.4	13	28	28	PD
X-2403	CKX620	MAPK	single	-17.2	10	-12.1	14	41	41	SD-->PD
X-2403	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	26.9	21	4.9	11	41	41	SD
X-2403	HDM201	MDM2	single	-1.2	16	2.8	16	35	35	SD-->PD
X-2403	LEE011	"CDK4,CDK6,CDK4/6"	single	92	24	20.6	14	19.9	28	PD
X-2403	encorafenib	BRAF	single	473	21	114.7	14	4.3	24	PD
X-2403	LJC049	TNKS	single	361.8	21	137.9	14	6.8	28	PD
X-2403	LKA136	"NTRK1,NTRK2,NTRK3"	single	300.4	25	49	11	11.4	28	PD
X-2403	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	273	21	82.1	14	6.4	28	PD
X-2403	untreated	"UNKNOWN,Untreated"	single	217.1	21	62.6	14	12.2	28	PD
X-2428	abraxane	Tubulin	single	102.9	21	52.6	11	12.6	42	PD
X-2428	abraxane + gemcitabine	"Tubulin,chemotherapy"	combo	-47.9	79	-3.2	79	79	79	SD-->PD
X-2428	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-37.9	58	-13.1	12	77.1	78	SD-->PD
X-2428	BKM120 + LDE225	"panPI3K,SMO"	combo	-63.1	49	-39.7	63	81	81	PR
X-2428	BKM120 + binimetinib	"panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD"	combo	-57.9	73	-40.8	77	81	81	PR
X-2428	BYL719	PIK3CA	single	-1.8	10	2.4	13	32	55	SD-->PD
X-2428	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	15	20	17.9	20	97	97	SD-->PD
X-2428	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-5.1	14	-2.2	14	87.5	122	SD-->PD
X-2428	HDM201	MDM2	single	220.6	20	55.4	13	13.1	24	PD
X-2428	figitumumab	IGF1R	single	19.9	20	32.8	13	32.4	57	PD
X-2428	figitumumab + binimetinib	"IGF1R,MAPK"	combo	-79.1	35	-57.6	68	90	90	PR-->-->PD
X-2428	gemcitabine-50mpk	chemotherapy	single	78.8	24	40.7	14	31.9	91	PD
X-2428	INC424	JAK	single	78.2	20	9.4	13	22.5	55	PD
X-2428	LEE011	"CDK4,CDK6,CDK4/6"	single	14.2	85	12.3	12	89	89	SD-->PD
X-2428	WNT974	PORCN	single	55.2	13	35.1	13	13	13	PD
X-2428	LKA136	"NTRK1,NTRK2,NTRK3"	single	87	23	49.2	13	24.2	37	PD
X-2428	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	-57.2	74	-15.5	77	77	77	SD
X-2428	binimetinib-3.5mpk	MAPK	single	-89.2	68	-54.1	82	82	82	PR
X-2428	trametinib	MAPK	single	-5	33	-4.5	11	59.3	61	SD-->PD
X-2428	untreated	"UNKNOWN,Untreated"	single	-58.3	78	-34.4	99	99	99	PR
X-2470	abraxane	Tubulin	single	98.4	28	-0.5	11	19.5	49	PD
X-2470	abraxane + gemcitabine	"Tubulin,chemotherapy"	combo	25.3	69	31.9	14	79	79	PD
X-2470	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-3.5	33	10.3	15	56.7	57	SD-->PD
X-2470	BYL719	PIK3CA	single	-2.3	10	2.8	14	40.9	70	SD-->PD
X-2470	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-8.4	31	1.3	14	67.1	83	SD-->PD
X-2470	figitumumab	IGF1R	single	164.7	21	52.4	11	9.3	35	PD
X-2470	figitumumab + binimetinib	"IGF1R,MAPK"	combo	98.2	30	43.5	12	15.6	33	PD
X-2470	INC424	JAK	single	8.1	17	6.6	14	47.9	76	SD-->PD
X-2470	LEE011	"CDK4,CDK6,CDK4/6"	single	37.1	40	1.1	11	34.2	54	PD
X-2470	WNT974	PORCN	single	130.6	20	10.2	12	16.8	29	PD
X-2470	LKA136	"NTRK1,NTRK2,NTRK3"	single	430.1	22	104.1	13	6.2	22	PD
X-2470	binimetinib-3.5mpk	MAPK	single	-42.8	57	10.3	97	104	104	SD-->-->PD
X-2470	trametinib	MAPK	single	-55.7	59	-26.8	68	81	81	PR-->-->PD
X-2470	untreated	"UNKNOWN,Untreated"	single	133.9	20	37.6	12	16.3	33	PD
X-2483	5FU	chemotherapy	single	54.4	23	13.5	13	50.4	70	PD
X-2483	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	8.1	11	1.6	11	40	70	SD-->PD
X-2483	BKM120 + LJC049	"panPI3K,TNKS"	combo	61.9	21	9.6	11	29.5	36	PD
X-2483	BYL719	PIK3CA	single	43.3	23	13.8	13	40.7	70	PD
X-2483	BYL719 + cetuximab	"PIK3CA,EGFR"	combo	70.5	21	16.1	11	24.7	47	PD
X-2483	BYL719 + cetuximab + encorafenib	"PIK3CA,EGFR,BRAF"	combo	10.5	14	11.7	14	94	94	SD
X-2483	BYL719 + encorafenib	"PIK3CA,BRAF"	combo	2	92	6	11	99	99	SD
X-2483	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	32.6	21	16.1	11	56.9	69	SD-->PD
X-2483	BYL719 + binimetinib	"PIK3CA,MAPK"	combo	2.9	41	10.6	49	90	90	SD
X-2483	cetuximab	EGFR	single	112.2	21	30.8	11	19.3	45	PD
X-2483	cetuximab + encorafenib	"EGFR,BRAF"	combo	41.3	21	14.7	13	50.4	68	PD
X-2483	CGM097	MDM2	single	101.9	21	12.7	11	20.8	70	PD
X-2483	CKX620	MAPK	single	6.5	11	3.7	11	70	70	SD-->PD
X-2483	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	14.6	28	8.1	11	69	69	SD-->PD
X-2483	HDM201	MDM2	single	122.9	21	27.5	11	18.8	39	PD
X-2483	LEE011	"CDK4,CDK6,CDK4/6"	single	18.4	11	7.8	11	57.1	69	SD-->PD
X-2483	encorafenib	BRAF	single	19.9	56	9.5	11	89	89	SD-->-->PD
X-2483	LJC049	TNKS	single	124.9	21	26.8	11	18.8	52	PD
X-2483	LKA136	"NTRK1,NTRK2,NTRK3"	single	42.4	28	12.6	11	35.9	69	PD
X-2483	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	9.3	11	3.1	11	89	89	SD-->PD
X-2483	untreated	"UNKNOWN,Untreated"	single	80.5	21	19.9	11	35.2	70	PD
X-2483	LFW527 + binimetinib	"IGF1R,MAP2K1,MAP2K2"	combo	-33.7	112	-6.575	11	140.0647482	158	SD-->PD
X-2484	5FU	chemotherapy	single	-9.4	9	1.2	13	33.9	55	SD-->PD
X-2484	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-14.6	17	1.1	17	26.9	42	SD-->PD
X-2484	BKM120 + LJC049	"panPI3K,TNKS"	combo	131.5	21	25.1	13	19	30	PD
X-2484	BYL719	PIK3CA	single	-50.9	20	-30.3	31	87	87	PR-->PD
X-2484	BYL719 + cetuximab	"PIK3CA,EGFR"	combo	-15.3	14	-10	14	43.4	47	SD-->PD
X-2484	BYL719 + cetuximab + encorafenib	"PIK3CA,EGFR,BRAF"	combo	-21.2	11	-6.2	11	31.9	32	SD-->PD
X-2484	BYL719 + encorafenib	"PIK3CA,BRAF"	combo	66.1	23	18.6	12	26.9	36	PD
X-2484	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	-56.2	66	-9	16	66	66	SD-->PD
X-2484	BYL719 + binimetinib	"PIK3CA,MAPK"	combo	-0.7	56	-2.4	12	89	89	SD-->PD
X-2484	cetuximab	EGFR	single	83.6	22	12	13	25.2	29	PD
X-2484	cetuximab + encorafenib	"EGFR,BRAF"	combo	190.9	21	35.7	11	14.5	32	PD
X-2484	CGM097	MDM2	single	56	24	1.5	14	40.2	45	PD
X-2484	CKX620	MAPK	single	53.7	24	9.3	14	33	39	PD
X-2484	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-8.1	10	-1	15	80	80	SD-->PD
X-2484	HDM201	MDM2	single	81.1	22	23.5	13	22	22	PD
X-2484	LEE011	"CDK4,CDK6,CDK4/6"	single	-48.8	13	-33.1	22	62.8	63	SD-->PD
X-2484	encorafenib	BRAF	single	180.9	24	29.5	14	15.9	27	PD
X-2484	LJC049	TNKS	single	116.9	24	7.5	14	17.9	27	PD
X-2484	LKA136	"NTRK1,NTRK2,NTRK3"	single	125.8	24	25	14	20.3	27	PD
X-2484	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	50.2	22	5.2	13	28.6	30	PD
X-2484	untreated	"UNKNOWN,Untreated"	single	86.8	21	31	11	22.7	63	PD
X-2487	BGJ398	FGFR	single	82.3	21	25.4	13	22.6	48	PD
X-2487	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	148.7	32	28.4	11	17.6	53	PD
X-2487	BYL719	PIK3CA	single	81.9	26	10.4	11	29.8	60	PD
X-2487	BYL719 + LEE011	"PIK3CA,CDK4/6"	combo	-47.8	10	-25.4	20	55	55	SD-->PD
X-2487	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	-9.8	15	-6.2	15	42.3	67	SD-->PD
X-2487	CGM097	MDM2	single	184.9	21	66.9	13	10.3	34	PD
X-2487	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	73.3	26	13.4	11	28.3	67	PD
X-2487	HDM201	MDM2	single	182.7	21	49.8	11	17.6	25	PD
X-2487	INC424	JAK	single	369.3	21	84	13	8	27	PD
X-2487	LEE011	"CDK4,CDK6,CDK4/6"	single	161.1	20	55.8	13	11.5	20	PD
X-2487	LEE011 + everolimus	"CDK4,CDK6,MTOR,CDK4/6"	combo	-12.5	13	-6.9	20	83	83	SD-->PD
X-2487	LFA102	PRLR 	single	175.1	20	35.5	13	14.6	34	PD
X-2487	LJM716	ERBB3	single	18.5	25	3.7	12	33.7	46	SD-->PD
X-2487	LJM716 + trastuzumab	"ERBB3,ERBB2"	combo	96.2	20	26.1	13	20.3	41	PD
X-2487	LKA136	"NTRK1,NTRK2,NTRK3"	single	383.9	18	71.2	11	7.5	18	PD
X-2487	LLM871	FGFR2/4	single	249.8	21	78.1	13	8.5	27	PD
X-2487	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	148.3	21	36.3	13	16.1	34	PD
X-2487	paclitaxel	Tubulin	single	61.6	28	28.8	13	33.9	55	PD
X-2487	tamoxifen	ESR1	single	78.8	26	4	11	29.8	60	PD
